Year,Model ,Review
2016,Chrysler,"Well hey here is another one for you all. I got my PT around 6 mo ago for a wedding gift. Hey they could have kept that one. Man this car have put me through so much in just the last couple (mo). I have put a new water pump, radiator, thermostat and more. And guess what. The heat still don't work and it's 12/31/2016. So yes. It's cold out and just yesterday the thing stop starting up for what I don't know. So I go get a new battery and spark plug for it yesterday and that still didn't work. So I couldn't make it to work. So now I don't have a job. Wow. THANKS Chrysler. What a happy new year. Oh and I forgot say that because of the PT I was late for my wedding cause of this car. I really feel like Chrysler owe me. This car has put me through so much hell I don't even want another car and I know other people that have a PT and going through the same. So I know they know that this car needs to be recalled. We don't have money like they do and this car has put me so far in the hold. I don't know what to even say and then like everyone has been saying it's not like they make the car to where it can be work on easy. So now I'm out of a car, out of money and out of a job all because of a PT CRUISER. Well to my new found family you all have a good new year and let's go to foreign cars (LOL). Be safe everyone."
2017,Chrysler,"We have owned Chrylser Town and Country's since the early 80’s. They have been very reliable vehicles. Have had no major issues with any of them. We purchased four of them brand new. But also followed the maintenance guidelines. They are comfortable, quiet, and roomy. Has the most room inside of any of the mini vans. When the seats are removed or stashed, you can fit a 4' x 8' sheet of plywood in the back. Average gas mileage 22-24 mpg. Love these vehicles."
2018,Chrysler,"I bought a used Chrysler Aspen after a boy texting and driving ran a red light and T boned and totaled my Tahoe. I love the look of the Aspen both inside and out! It drives like a dream! It is a 2008 model I bought 4 years ago with 50,000 miles on it. It now has 81,000 miles on it. I have just changed oil on it, no repairs! My HUGE regret is that it is no longer in production!!!"
2019,Chrysler,They installed a 9-Speed FWD Automatic Transmission in the 2017 Pacifica. And it has been nothing but problems that Chrysler either refuses or can't fix. My car has been to Outten Chrysler in PA 4 times for the same transmission issues. They even claimed to have given me a new transmission. But I think this is a lie. I am going to have the vin # checked on the so called new garbage transmission. Outten Chrysler even seems like they would rather avoid me than to fix the problem. Doing some useless computer update (3 times already) that fails every time. I am not the only one. There are many complaints like mine for the same van and same issue. RIP-OFF. Stay away from Chrysler.
2009,Dodge,
2010,Dodge,
2011,Dodge,
2012,Dodge,
2013,Dodge,
2014,Dodge,
2015,Dodge,
2016,Dodge,I have a 2006 Dodge 2500 Ram. I was driving to the store when I smelled smoke coming from under my seat and the cab filled up with smoke. I pulled over and got my two grandkids out of the truck and flagged someone down a man throw water on it and got the fire out. Chrysler sent out a recall person to check it out and I received a letter stating their investigation concluded it wasn't their fault. I tried to call and find out how they came up with the reason an original part would catch on fire but got no call back from them. I am not happy that this is how they conduct their business. Very scary. Me and my grandkids could have burned up in my truck.
2017,Dodge,
2018,Dodge,"I bought a used 2009 Dodge Ram 1500 from an independent car dealer. I had it checked out at the time of purchase and all seemed to be fine, but nonetheless I purchased an extended warranty just in case. Four months later the engine developed a tick. I did some researching to find that the 5.7 Hemi has a tick at start up but goes away shortly after it warms up. My tick did not go away. More and more research revealed that hundreds of people have had problems with the exhaust manifold bolts breaking due to the inferior grade of bolts that Dodge used to secure the header to the exhaust manifold. Whether it's the rapid heat build up or aluminum manifold that heats and cools too quickly I am not sure, but it is definitely a problem and Dodge knows it. It can happen on either the driver's side or passenger's side of the engine. And unless you replace all the bolts with stainless steel manifold bolts, you are just asking to have to do this over again in the future. Despite the fact they know they screwed up and this is going to cost their customers hundreds of dollars to fix, they have not issued a recall. They know they screwed up because you go to any Dodge dealer and they have a full set of stainless steel manifold bolts on hand just in case. Why would they keep these upgraded manifold bolts on hand if they didn't know this was a problem. This is why. Because they are avoiding a costly recall and passing the buck to their customers. I took mine to a Dodge dealer to have it diagnosed to make sure it wasn't an internal issue like valves or something, but had a good suspicion of exactly what the problem was after the many reviews and forums I had read online. Sure enough, after a $140 diagnosis charge, they told me it was the broken exhaust manifold bolts and the gasket had also failed as a result. I presented my extended warranty and they called, but alas!! They will not cover any of the repairs because it was not the exhaust manifold itself or the header that failed, but the sub-grade bolts Dodge used. Leaving me to foot the cost of an estimated $720-$950 repair. And that's just for two bolts because they have to drill into the bolts to extract them from the manifold. Thanks Dodge!! You suck!! They are dodging the bullet, or the recall. They know it is a problem and will only fix it if you are the original owner with the lifetime drivetrain warranty. Some extended warranties have covered it, but not mine. They also are getting a nasty review. They also know it's a problem and are finding loopholes not to cover the issue, again leaving the customer to foot the bill.As I read up on all these forums, posts, reviews, I see that this has occurred across many years of Ram 1500's. From 2004-2013. Maybe the newer ones just have not busted yet, who knows. One thing I can tell you is that I am one buying American vehicles. They are shysters and will not own up to their faults. I can see why people pay the higher price tag of Toyota. They build vehicles that last and when they find a fault, they fix it rather than pass the buck to their customers. My best advice, DO NOT BUY DODGE!"
2019,Dodge,"I bought a 2017 charger and while under warranty the infotainment screen started to malfunction. There was a fluid inside the screen that kept expanding. I contacted the dealership which in turn submitted a claim to get the screen repaired. The car was still under warranty (under 36,000 miles). Dodge refused the claim and the dealership wants to charge me 2,800 dollars for the repair. It was a big mistake getting a Dodge since they don’t honor their warranty."
2009,Fiat,"The style looks like a beatle and iam wondering how fiat will compete with WoksWagen. Iam wondering do they price this car too much on indian market? Other than that, the car is cool from its pleasure of driving and its features for a driver. For those who does not need a chaufer to drive their vehicle, this will be an ultimate riding machine"
2010,Fiat,
2011,Fiat,
2012,Fiat,
2013,Fiat,"The Fiat 500L has distinctive looks and generous equipment on its side, and it’s good to drive, too. It’s also one of the most practical small MPVs, which is surely one of the most important things. Bear in mind, though, that it’s quite expensive compared with many rivals."
2014,Fiat,
2015,Fiat,"The Fiat 500 is one of the most stylish and desirable city cars there is, so you’d imagine that the convertible version – the 500C – would crank that desirability up even more. Well, it does to a degree, because you’ll feel the wind in your hair as you drive along. However, because the folding top amounts to little more than a big sunroof and the overall dimensions of the car stay identical whether the roof is up or down, it doesn’t have the glamour – or the true open-top thrills – of other convertibles. That said, buyers still love its cute, retro looks. The round headlights and front indicators are a direct evolution of those from the 1957 original, as is the bonnet shutline, which runs along the front wing rather than hidden on an angle. There’s plenty of scope to create a unique 500C, too, with a huge range of options and accessories to choose from."
2016,Fiat,"Car is nice vibrant. Fiat always known for stability has been proved with this car. The age of the car has not hampered the speed and smoothness on the highways. Every drive is a new experience and the feeling of pride. The care of the wear and tear due to the use if taken care of the car can be the best vintage car after 16 years from now. My best car, my sweet heart who has always been with me and supported me for my punctuality. durable, stable, attractive and adorable. Hope i would be lucky to keep you with me always."
2017,Fiat,"Fiat doesn’t enjoy a particularly glowing reputation for reliability, and this is borne out by a second-from-last place position in the J.D. Power 2019 UK Vehicle Dependability Study. The Warranty Direct Reliability Index paints the brand in a more positive light, with the brand occupying in a respectable mid-table position."
2018,Fiat,"When I was reading about Fiat 500, the first thing I googled out is ?why should I buy this car?? The question is both obvious and relevant especially when we talk about Indian market conditions. No matter what the Fiat fans say, but this car, in my opinion, is certainly not for competitive Indian auto market. There are two main reasons for that; one is the radical styling and the second is the steep pricing, both do not match to the mindset of the people here. Even elite buyers would avoid this tiny car and go for some luxury vehicle in the Rs. 30 lakh price range. However, the external appearance of body decals and sporty alloy wheels will definitely turn the heads on the roads. The inside too is the epitome of sporty design with red-black stitching on the seats, the instrument cluster and the overall fit and finish of the cabin. The performance level of this car is nothing short of excellence. The Abarth prefix is enough to excite any performance oriented auto enthusiast. Powering this pocket rocket is the 1.4L turbocharged petrol engine that makes 160bhp and peak torque 230Nm, paired to 5-speed manual transmission. The car is able to break the 100kmph barrier in less than 8 seconds of time. Still, Fiat 500 is not everyone?s cup of tea. This is the vehicle for those who love to make a style statement along with jaw-dropping performance. Fiat 500 can also be an option for those who are thinking of buying Mini Cooper S. Other than these, there is no solid reason why this car should be called a mass market vehicle."
2019,Fiat,
2009,Ferrari,
2010,Ferrari,
2011,Ferrari,"Ferrari’s traditional large and circular tail-lights are there, but much of the 458’s shape is down to aerodynamics – the wings in the front grille even change shape at speed to reduce drag – meaning it looks great from some angles and slightly odd from others. Form follows function and that’s fair enough with Ferrari’s race history where speed is what matters."
2012,Ferrari,
2013,Ferrari,
2014,Ferrari,
2015,Ferrari,"Ferrari has lifted the lid on its most powerful mid-engined convertible to date: the 488 Spider. Although the firm has produced more potent front-engined convertibles, the 660bhp 488 Spider has"
2016,Ferrari,
2017,Ferrari,"Fun, good looking and free maintenance! I used Speciale only on track. Unbelievable car to own. So exciting to see next generation for 488 GTO"
2018,Ferrari,"The service from the company is exemplary. I have owned over 20 Ferraris since 1975 and the service from the company is exemplary. At the factory you are made to feel important even when, like me, you are certainly not anywhere near their biggest spending customer. I particularly recommend Graypaul in Nottingham where I have also been going for 40 odd years even before they where main agents. I have covered over 200,000 miles in Ferraris and never had a break down; people (who've never owned one) like to say they ""temperamental"" or whatever: they aren't."
2019,Ferrari,I like this car very much because it is a great car and its features are amazing i got a good experience to drive this car and it's performance is so much better for me and i would like to say that it is very good car
2009,Acura,
2010,Acura,
2011,Acura,
2012,Acura,
2013,Acura,"I own a 2013 Acura RDX AWD tech everything about is perfect. Great power, great gas mileage, comfort and reliability. All the technology it has is endless. Anybody I’ve talked to who owns this car loves it. I look forward to getting in every time. The leather and fit and finish is as good as it gets."
2014,Acura,"2014 Acura RLX: At the track, the Acura proved surprisingly fun to drive for a front-drive sedan, lacking heavy understeer in eight-tenths driving and giving generally neutral behavior. The brakes felt strong without being overassisted and grabby, but even in Sport mode the manual shifts via paddle were a little slow -- both up and down -- for track work. We predict fewer than 1 percent of RLXs built will ever set tire to track, and found the shift times adequate for road use for the other 99 percent of RLX drivers."
2015,Acura,"Acura has made things a bit simpler. Three engine options from the original model have since been reduced to just one, a 2.4-liter four-cylinder with 201 hp and 180 lb-ft of torque. And there's a single transmission, an eight-speed dual-clutch. The ILX seems more focused, which means either it will hit the target right on the mark or miss its opportunity completely."
2016,Acura,"My car is a 2016. I bought it used. It was in excellent condition. The acceleration is lacking somewhat. It has a hesitation problem. But it's a nice looking SUV. It's smaller than the car I sold when I bought this. That was a Hyundai Santa Fe. The Acura has some convenient things. It has a moon roof. It doesn't use a key to start the car. It's a push button. Mine has fully adjustable front heated seats. They are leather. I'd like to have cooled seat because I live in southern Arizona. Overall it's a good car that's a little hard on gas, however."
2017,Acura,"2017 Acura MDX: Acura keeps things simple by offering only two main flavors of MDX. The volume seller is powered by a 3.5-liter naturally aspirated, direct-injection V-6 that makes 290 horsepower at 6,200 rpm and 267 lb-ft of torque at 4,700 rpm. A ZF-sourced nine-speed transmission is the only transmission available in this MDX. In entry-level models, it routes power to the front wheels. Acura's Super Handling All-Wheel Drive, which sends power to all four wheels, is also available."
2018,Acura,"The Acura MDX Sport Hybrid has a lot going for it, but the crossover does lack in some areas. Even though the multimedia system is easy to use, the dual-screen interface looks aged as does the navigation map, instrument panel, and center stack. The second-row seats are a little firm and the two-seat third row should be reserved for kids only (I made the mistake of trying to fit my 6-foot self back there). I wish a head-up display, more interior ambient lighting, and a power-folding third row were offered. The adaptive cruise control system works like a charm but the lane centering system is not as advanced as some and will ping pong between lanes without substantial driver input—somewhat defeating the purpose of the system. The MDX also blends in with other large crossovers; it doesn't have a distinctive look, but our tester's black wheels did look cool."
2019,Acura,"The 2019 Acura ILX runs great, gets good mileage, powerful enough 4 cyl engine. Only drawbacks are particular to me as the CD player does NOT display the song titles or times. Weird. The windshield gets a little fogged up at night in damp weather and will not clear unless the defog blower runs on it for over 5 minutes. Strange clouds of fog seem to be inside the glass as I cannot wipe from inside or outside the windshield. This is my 7th Acura and the first with this issue. But seats are very comfortable. Headroom a bit tight for me at 6""3"". Trunk is a bit small."
2009,Alfa,
2010,Alfa,"The Alfa Romeo Giulietta is offered in five-door hatchback form only, so from a practicality point of view things look promising. There’s ample head and leg room for anyone in the front or the rear. Where the Giulietta falls down is with the boot space because it can stow just 350 litres, and all of 750 litres with the seats folded this jumps to all of 750 litres. This compares with the five-door BMW 1 series, which can hold a much more useful 1150 litres with the rear seats stowed, but just 330 litres with them in place."
2011,Alfa,"Sparkling handling should be the hallmark of any Alfa Romeo, but sadly for the Brera that’s not the case here. The car is too heavy, there’s too much body roll and the car feels awkward when pushed hard through bends. However, the steering is accurate and the ride on 17-inch alloys is more comfortable than you might expect. Posher versions get 18-inch alloys however, which firms up the ride."
2012,Alfa,
2013,Alfa,
2014,Alfa,"So far, we’ve only driven a 4C with the optional sports suspension kit and, with a very firm ride at low speeds, it leaves you in no doubt that this is an out-and-out driver’s car. It will certainly be too firm and uncomfortable for many people, but the benefits are obvious once you drive the car at the kind of pace it’s designed for. It feels wonderfully agile and balanced in the bends, with just slight turns of the wheel enough to get the nose angling in to the apex of each corner. It’s more Lotus than Porsche in its racecar-for-the road feel, but overall it’s a tremendously rewarding an exciting car to drive."
2015,Alfa,"The company is keen to play on its sporty roots and claims the Giulia will have “the most direct steering in its class”, part of which is said to be down to the weight distribution. Alfa has mounted the Giulia’s engine and gearbox behind the front axle and as close to the centre of the car as possible to even out the weight. There’s also an advanced suspension system, with a multi-link rear axle, a double wishbone set-up at the front and adaptive dampers."
2016,Alfa,"The new Alfa Romeo Giulia is an all-new compact saloon designed to take on big-hitters from Audi and BMW, with a focus on styling and dynamic thrills. Can it live up to the hype?"
2017,Alfa,"I have 7k miles on my 2017. There have been two recalls for software updates but no mechanical issues whatsoever. This is a great small sedan, agile, comfortable, fast and beautiful. Best steering, shifting and suspension of any non sports car that I have owned. Flat out beats the 7 and 5 series BMWs I have owned as well as the Jaguar XKR, and MB E cars I have owned. One minor complaint- the front seat a bit to short but understandable from a design viewpoint. Again, no mechanical issues at all. I love this car."
2018,Alfa,"Alfa Romeo definitively put an Italian twist on the SUV formula with its bold and distinctive Stelvio and it’s always impressed with its combination of spirited driving dynamics and practicality. With this updated version and refreshed model line-up Alfa Romeo hopes complaints about interior quality and outdated technology will also have been answered, the new Veloce model providing a link between the regular range and the fire-breathing Quadrifoglio flagship."
2019,Alfa,
2010,BMW,"The boot is massive, with 570-litres of storage space on offer, and flattening the rear seats opens up 1,450 litres. The high-riding position and good rear-headroom coupled with supportive seats means the BMW X6 is a comfortable cruiser. However, the high rear window combined with the X6’s bulk means maneuvering it around towns and car parks can prove tricky – our test car came with proximity sensors which show up on the centrally-mounted screen."
2010,BMW,"The BMW 3 Series is renowned for its handling, and the Coupe does not disappoint. The steering feels satisfyingly heavy, while the chassis offers up monumental grip, the electronic stability control and traction control systems keeping the handling very safe.  It’s just as happy snaking through town as it is sweeping through fast B roads thanks to its near perfect 50:50 weight distribution. The M Sport suspension does a fantastic job of keeping the rear wheels planted and the front wheels fluid, you won’t even realise you’re on BMW’s infamous ride-hardening run-flat tyres."
2011,BMW,"The BMW 3-Series also has great safety ratings. The 3-Series' available engines denote trim level. The base 328i's engine makes 230 horsepower, while the turbocharged 335i produces 300 horsepower. The base 328i sedan earns a fuel economy rating of 18/28 mpg city/highway"
2011,BMW,"Best vehicle I've ever owned. Never in the shop except for standard maintenance. Don't believe the lies about these cars being unreliable - I'm about to cross the 100,000 mark and it still drives like the day I bought it - Luxury, speed, reliability; don't wait to own your dream car. The trick is finding an honest european mechanic - don't let yourself be over charged to work on this vehicle."
2012,BMW,"The 6 Series Coupe has a highly adjustable driving position, with electric seats and a steering wheel which adjusts for reach and rake. Legroom isn’t as good as the size of the car would suggest, but there’s now the four-door 6 Series Gran Coupe if that’s your priority. It has a large 460-litre boot, which is big enough for three bags of golf clubs according to BMW."
2012,BMW,"The electric steering is one of the best around; very accurate and reasonably feelsome. In terms of fuel economy, the new 3's low weight, eight-speed gearbox, automatic stop-start and intelligent Eco Pro mode all contribute significantly to making this the most efficient car in its class"
2013,BMW,"BMW designers continue the tricks inside as well. New seats mean your butt rides closer to the floor, but the instrument cowl also sits higher on the dash to heighten the sensation of sitting low in the car."
2013,BMW,"Excellent ride/handling balance.
powerful and fuel-efficient engines.
upscale cabin.
elegant hardtop convertible design.
Limited interior storage space.
new sedan is less involving to drive than carryover models.
ActiveHybrid3 lacks typical hybrid efficiency."
2014,BMW,"If BMW's grand ambition for electric drive cars were an image, it might be one of those magnificent Hubble Space Telescope photos of a cloud-like galaxy punctuated by sparkling white dots. In BMW's case, the dots are ideas -- many of them utterly brilliant -- with the whole, delicate structure held together by gravities of imagination and logic that complement the company's boldness."
2014,BMW,"The 2014 BMW 3 Series has terrific power and a smooth ride with nimble handling. Inside, you’ll find more user-friendly tech and rear-seat room than most rivals."
2015,BMW,"Historically the BMW 3 Series has been regarded as the epitome of the compact premium sports sedan segment â€” a segment it created. Although the current F30 generation car seems to have replaced some of its sport with luxury, the 3 Series is still the standard of the segment."
2015,BMW,"An elegant cabin, outstanding handling, and strong engines push the 2015 BMW 3 Series to the top half of the luxury small car class."
2016,BMW,"The 2016 BMW 3 Series has muscular engines, nimble handling, and adult-friendly rear seats. Still, its below-class-average reliability rating keeps this luxury small car from finishing higher in our rankings."
2016,BMW,"For 2016, BMW has really improved the 3 series, particularly the 328i model. I was very impressed with the handling, and interior upgrades. The steering still has an artificial feel, but it is very precise and they have fixed the handling issues of the early models of this generation."
2017,BMW,"2017 BMW i3 Range: Some second-generation EVs, such as the 2017 BMW i3 Range-Extender (REx) I've spent the past few weeks driving, are the beneficiaries of advancement in battery chemistry, upping their ranges above 100 miles per charge and into third-generation EV territory."
2017,BMW,"The 2017 BMW 3 Series' splendid driving dynamics and spacious interior help earn it a spot in the top third of our luxury small car rankings. However, its weak base engine and lack of standard safety features hold it back."
2018,BMW,"2018 BMW 640i: A BMW with a Difference. The 6 GT is 2.4 inches taller than either sedan, reflecting BMW's emphasis on creating a roomier interior with a higher H-point than in its regular four doors, though more than eight-tenths of an inch has been trimmed from the roofline compared with the old 5 GT. The new car looks the better for it, frankly, swoopier and sportier, especially because there's less crown in the roof at the rear of the car, and the rear pillars flow into a tail that's less truncated."
2018,BMW,"The 2018 BMW 3 Series ranks in the top half of the competitive luxury small car class. The 3 Series has a roomy and quality cabin, enjoyable handling, zippy acceleration, and user-friendly features."
2019,BMW,"BMW’s fresh take on the 1 Series formula adopts the more conventional front-wheel drive layout of its rivals, with the goal of improved interior space and practicality. Technology has also been expanded, with increased connectivity and expanded infotainment functionality. This, combined with a slick reinterpretation of BMW’s traditionally sporty handling, adds up to a compelling premium hatchback"
2010,Chevrolet,"Chevrolet have chosen ride quality over handling dynamics in the Cruze, which means it is very smooth and quiet over most surfaces. There’s very little wind noise on the move and the diesel engine is quiet at a steady speed. It lacks the sharp steering we’ve come to expect from this class of car – the Cruze has little feedback and too much play in the steering. Body roll is well contained however."
2010,Chevrolet,"The Chevrolet Spark has a reasonably firm ride, but it won’t send every bump through to the cabin. There is some body roll through corners, but the car finds good grip and feels relatively nimble – partly thanks to the fact that it’s relatively lightweight. However, there’s no getting away from the fact that other city cars provide a better balance of abilities."
2011,Chevrolet,"The 2011 Chevrolet Camaro has agile handling and a powerful base engine, but reviewers said that the Camaro’s interior is cramped and features too many cheap plastic surfaces.

"
2011,Chevrolet,"The Chevrolet Orlando MPV shares the same platform as the soon-to-be-released Vauxhall Zafira. Handling is surprisingly neat and agile for an MPV, the car resisting roll well, though you’ll note the suspension is on the firmer side. It doesn’t have that combination of ride suppleness and steering finesse we’ve experienced in the Ford Grand C-MAX, but nor does it have the light steering aloofness of the Citroen Grand C4 Picasso. The box-like proportions of the Chevrolet Orlando, including the big square door mirrors, also make this MPV surprisingly easy to manoeuvre. At higher speeds, it’s worth noting we experienced a significant amount of wind noise which is to be expected when the car you are driving is shaped like a slightly elongated brick."
2012,Chevrolet,"While some critics felt its interior could be nicer, the 2012 Chevrolet Camaro ultimately won them over with its poised handling and powerful engine choices."
2012,Chevrolet,"The Volt is a smooth car to drive in most situations, but its suspension can thump into potholes and bumps. Thanks to the batteries being placed the length of the cabin, it doesn’t feel too nose or tail heavy and corners with a fair amount of grip. The steering is light and the Volt is happy cruising at higher speeds too."
2013,Chevrolet,"The 2013 Chevrolet Camaro ranks high among sports cars thanks to its engaging performance, great reliability rating, and high safety score."
2013,Chevrolet,"Chevrolet is renowned as a budget brand, but that doesn’t mean you’ll be disappointed by the Trax’s standard equipment. On the contrary, even the most basic model has alloy wheels, Bluetooth, air-conditioning, cruise control, automatic headlights and electric front windows. Step up to LT trim, and you also get smarter styling, more storage, electric rear windows and Chevrolet’s upgraded infotainment system, which allows you to plug in a smartphone and run its various functions through a full-colour touch-screen. It’s a neat system, providing sat-nav (and a host of other functions) for a fraction of the cost of a built-in unit, and a real selling point for the car."
2014,Chevrolet,"The 2014 Chevrolet Camaro ranks in the top half of the sports car class. Its best trait is its perfect safety score. However, the lower trims can’t compete with rivals when it comes to handling, and its cramped interior has too many hard plastics. "
2014,Chevrolet,"The 2014 Chevrolet Cruze Diesel will return fuel economy of 27/33/46 mpg (city/combined/highway) in EPA testing, the automaker announced today. That lofty highway number is the best of any non-hybrid passenger car sold in the U.S., and even beats out the Cruze Diesel's main rival, the Volkswagen Jetta TDI, though the VW gets higher ratings with city mileage."
2015,Chevrolet,"The 2015 Chevrolet Camaro offers agile handling and a lineup of strong engines, and it earns a good reliability rating. However, it is unremarkable in most other ways, including cabin quality and passenger space."
2015,Chevrolet,"Strong engine lineup
Athletic handling
Cheap cabin materials
Poor outward visibility
Small trunk opening"
2016,Chevrolet,"The 2016 Chevrolet Camaro ranks near the top of the sports car class thanks to its excellent reliability rating, thrilling performance, and feature-filled interior."
2016,Chevrolet,"2016 Chevrolet Cruze: The new Chevrolet Cruze makes a good first impression—not something that could always be said of a Chevy compact car. The warm two-tone interior of our 2016 Cruze Premier four-door sedan test car is downright inviting and belies the fact that this is still considered an entry-level car. The Cruze is nicely loaded with one of the best infotainment systems in the business, heated seats and steering wheel, remote start, and a seamless stop-start system. Consumers might be pleasantly surprised with how much they can get for less than $25,000"
2017,Chevrolet,"Despite having great performance and intuitive features, the 2017 Chevrolet Camaro ranks in the middle of a tight-knit class. It has high ownership costs compared to rivals, and it comes up short on rear-seat and cargo space."
2017,Chevrolet,"Chevrolet is now in the game with the first Cruze hatchback for the U.S., starting at $23,065 for the LT. U.S. finally gets a Cruze hatchback amid growing popularity for the versatile body style"
2018,Chevrolet,"The 2018 Chevrolet Camaro ranks near the top of the sports car class, thanks to its muscular engine performance, rewarding handling, above-average predicted reliability rating, and good safety scores. The Camaro’s cramped rear seats and poor rearward visibility keep it from ranking higher."
2018,Chevrolet,"Once we were done at the track, we took the 2018 Cruze out on the road to see how it performs as a daily commuter on the streets of Los Angeles. One of the Cruze's standout features is its comfortable ride. The suspension does a great job isolating the cabin from potholes and bumps found across Los Angeles' less than perfect roads. With the optional 18-inch alloy wheels that come with the RS package on the diesel hatchback and the gas-powered Premier trims, the car does get unsettled over large imperfections. Like the Cruze Premier, the Cruze TD with the RS package comes with a Watt's linkage rear suspension (Z-link in GM speak), which helps it ride better than variants with the more common torsion beam."
2019,Chevrolet,"The 2019 Chevrolet Camaro finishes in the top half of our sports car rankings. It's athletic and fun to drive, and it has a decent interior (but rivals are more upscale inside). Add it all up, and you've got a well-rounded performance machine."
2019,Chevrolet," I am completely in love with my 2019 Blazer! It has a nice, sleek exterior design and appears huge on the inside. There is a lot of leg room in the back, even if the front seats are all the way back. I love the all leather dashboard. It’s a smooth ride and isn’t as loud as the equinox when accelerating."
2009,Genesis,"All-in-all, I'm pleased with the Genesis. It is a good, solid car with one of the best warranties in the auto business. Toyota, Honda and Nissan have nothing that comes even REMOTELY close to it in sportiness. It felt a lot like what I'd expect a Korean Mustang to feel like. I give Hyundai credit for going after the sporty car customers. Heaven knows, no other Asian manufacturer does."
2009,Genesis,
2010,Genesis,
2010,Genesis,
2011,Genesis,"This car handles sharp turns well.The acceleration of the car was good, and it has automatic handle shift gear.Front seat of the car is good, good trunk space. However, The car does not drive that great in the winter, due to it being rear wheel drive.Back seats are too low, and there's not enough head space. I use to drive a sedan, and wish the car had more space."
2011,Genesis,"Hyundai Genesis Coupe Premium: Car always loses alignment. Drinks gas like a V8, although I drive normally and don't rev. Transmission line leaked and manual shifter stopped working at 18,000 km (11184 miles) due to a design flaw in the front compartment. Transmission always jumps from 1 to 2. Beware of a design flaw with the transmission cooler system. Can rupture easily. Will think twice before buying a Hyundai again."
2012,Genesis,
2012,Genesis,
2013,Genesis,"All in all, it was very comfortable to drive. The interior is well done - the stitching on the brown leather seats was attractive. The seat adjusted well and I could drive for hours without much discomfort. The dash had a strange appearance. There's a large shiny wood grain panel on the passenger side that reflects light. I found it distracting, as passing streetlights, etc. would reflect into my eyes. I found the engine to have adequate power and passing wasn't a concern. The trans shifted smoothly. Only got low to mid 20's for fuel mileage though, with mostly highway driving at 70 - 80 mph. My 96 Saab gets high 20's in my daily driving and mid 30's highway."
2013,Genesis,
2014,Genesis,"The more I drive this Genesis, the more I like it. I had not intended on buying a new one at all, but at the end of the year a small town Texas dealer knocked off $9,000 off MSRP and I bought the new one."
2014,Genesis,"Hyundai Genesis Coupe R-Spec 2.0: None! This car has been phenomenal and hasn't seen a single dealer visit since purchase. I get oil changes at a local shop and drive. This car gets attention like no other, with no shortage of lengthy gas station conversations with strangers. People even take pictures of it on the highway, and it's always fun to watch other drivers crank their head around to take a look. The car was great when stock, and even better when modified. I didn't do much to the exterior, other than a nice set of BBS wheels, lowering springs and window tint, but the drive train got a nice reworking with an after market turbocharger and supporting modifications, which makes for a monstrous daily driver. The roads just disappear at an alarming rate, and the chassis is well composed while eating it up."
2015,Genesis,"Hyundai Genesis Coupe GT 3.8: The car looks awesome. Drives nice IF you drive slow. I had other performance cars. My Genesis Coupe 3.8GT lacks the handling of a sports coupe. I tried accelerating several times, and it swayed to the right and nearly caused me accidents. So, I have a sports car that I cannot even use to accelerate as the handling is so very poor. My tires have good tread. In snow the handling is awful even with good snow tires and rims. I can hardly wait to pay off my car loan and trade it for another car, may be a Lexus ISF or IS350 or something. I have to drive this sports car like an old man on the highway, as the drive is so unpredictable."
2015,Genesis,
2016,Genesis,"The car is rear wheel drive, as all cars should be, and the driving is slick and well balanced. The steering has just the correct weight and feel and adds a confidence to the drive. It uses an electric motor to assist. The brakes are light and very effective, considering it's a 2 ton car. The cornering is flat and assured. The layout of the dash is just great and the radio/nav unit is high on the dash where it should be, and is easy to read and use. A second LCD between the speedo and tacho gauges gives a load of reassuring information regarding the state of the car. There are a load of high tech gizmos that are too many to mention. I will mention the smart cruise which will follow the speed of the car in front right down to stopping. This car scored the highest safety score with a well known test agency that tests all cars and has the highest record score. Don't believe me, then Google. Here in the UK we get just one model that comes fully loaded, and even has extra features not on the USA Ultimate model, like auto parking for example. We also get cameras all around that give a bird's eye view to assist parking or checking proximity with other vehicles. Just amazing, it looks like a view from about 30ft above the car from a drone or something."
2016,Genesis,
2017,Genesis,
2017,Genesis,"Although the G90 is just a nose behind the LS 500 at the track, it couldn't feel more different on the road. Everything about the Genesis G90 is as smooth as a Marvin Gaye ballad. Its engine and transmission are particularly noteworthy for how effortless they make the process of driving."
2018,Genesis,
2018,Genesis,"Genesis G80 Sport takes a very different path from its older brother by focusing on performance over plushness. The result is what often feels like a strange mix of sports car and comfortable cruiser. Packing a 3.3-liter twin-turbo V-6, the G80 produces a very healthy 365 hp routed to the rear wheels. It's powerful enough that I didn't imagine myself wanting the G80 with the 420-hp V-8 engine, and even the base 3.8-liter V-6 with 311 hp might prove more than enough. But despite the plentiful power of our tester, the weight and steering feel suggest ambitions other than raw performance."
2019,Genesis,"2019 Genesis G70: A better sport sedan than its direct competitors, just a shade off those costing much more. What we are rapidly finding is that, in a performance-per-dollar equation, the Genesis G70 3.3T is one of the best values on the market."
2019,GMC,"2019 GMC Sierra :  the 2019 Sierra is huge, becoming the largest truck in the segment alongside the Silverado. The box is 7.0 inches wider and also deeper. Sierra's 62.9-cubic-foot short box offers more volume than standard boxes in the Ford F-150 or Ram 1500. It distinguishes itself with a multicolor 3 x 7-inch head-up display and second-generation rear-camera mirror with buttons to adjust brightness, zoom in and out, or switch to a conventional mirror."
